brand,model,exact_url,best_url,status,matched_file,note
MITSUBISHI MOTORS,Destinator 1.5L Ultimate Premium (4X2) A/T,/cars/Destinator 1.5L Ultimate Premium (4X2) AT.png,/cars/Destinator 1.5L Ultimate Premium (4X2) AT.png,OK_EXACT,Destinator 1.5L Ultimate Premium (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Ultimate (4X2) A/T,/cars/Destinator 1.5L Ultimate (4X2) AT.png,/cars/Destinator 1.5L Ultimate (4X2) AT.png,OK_EXACT,Destinator 1.5L Ultimate (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Gls (4X2) A/T,/cars/Destinator 1.5L Gls (4X2) AT.png,/cars/Destinator 1.5L Gls (4X2) AT.png,OK_EXACT,Destinator 1.5L Gls (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Exceed (4X2) A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Xforce Ultimate DS,/cars/Xforce Ultimate DS.jpg,/cars/Xforce Ultimate DS.jpg,OK_EXACT,Xforce Ultimate DS.jpg,
MITSUBISHI MOTORS,Xforce Ultimate 1.5L 4X2 A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Xforce Exceed 1.5L 4X2 A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,L100 EV,/cars/L100 EV.jpg,/cars/L100 EV.jpg,OK_EXACT,L100 EV.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR (4x2) 8AT,/cars/Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,/cars/Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,OK_EXACT,Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Pajero Sport 2.5 L EXCEED (4X2) 5AT,/cars/Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,/cars/Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,OK_EXACT,Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.5L EXCEED-H (4x2) 5MT,/cars/Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,/cars/Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,OK_EXACT,Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8A/T,/cars/Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,/cars/Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,OK_EXACT,Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.5L GLX (4x4) 5MT,/cars/Pajero Sport 2.5L GLX (4x4) 5MT.jpg,/cars/Pajero Sport 2.5L GLX (4x4) 5MT.jpg,OK_EXACT,Pajero Sport 2.5L GLX (4x4) 5MT.jpg,
MITSUBISHI MOTORS,L300 D P/U FLD,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,L300 CC,/cars/L300 CC.jpg,/cars/L300 CC.jpg,OK_EXACT,L300 CC.jpg,
MITSUBISHI MOTORS,Triton 2.5L SC HDX (4X4) MT,/cars/Triton 2.5L SC HDX (4X4) MT.jpeg,/cars/Triton 2.5L SC HDX (4X4) MT.jpeg,OK_EXACT,Triton 2.5L SC HDX (4X4) MT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L SC GLX (4X2) MT,/cars/Triton 2.5L SC GLX (4X2) MT.jpeg,/cars/Triton 2.5L SC GLX (4X2) MT.jpeg,OK_EXACT,Triton 2.5L SC GLX (4X2) MT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L DC EXCEED (4X4) MT,/cars/Triton 2.5L DC EXCEED (4X4) MT.jpeg,/cars/Triton 2.5L DC EXCEED (4X4) MT.jpeg,OK_EXACT,Triton 2.5L DC EXCEED (4X4) MT.jpeg,
MITSUBISHI MOTORS,Triton SU 2.5L HP0E D CAB Ultimate (4X4) A/T,/cars/Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,/cars/Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,OK_EXACT,Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L DC GLS (4X4) MT,/cars/Triton 2.5L DC GLS (4X4) MT.jpg,/cars/Triton 2.5L DC GLS (4X4) MT.jpg,OK_EXACT,Triton 2.5L DC GLS (4X4) MT.jpg,
MITSUBISHI MOTORS,Triton 2.5L DC HDX (4X4) MT,/cars/Triton 2.5L DC HDX (4X4) MT.jpg,/cars/Triton 2.5L DC HDX (4X4) MT.jpg,OK_EXACT,Triton 2.5L DC HDX (4X4) MT.jpg,
MORRIS GARAGE,5 GT Activate 1.5L,/cars/5 GT Activate 1.5L.jpg,/cars/5 GT Activate 1.5L.jpg,OK_EXACT,5 GT Activate 1.5L.jpg,
MORRIS GARAGE,5 GT Ignite 1.5L,/cars/5 GT Ignite 1.5L.jpg,/cars/5 GT Ignite 1.5L.jpg,OK_EXACT,5 GT Ignite 1.5L.jpg,
MORRIS GARAGE,5 GT Magnify 1.5L,/cars/5 GT Magnify 1.5L.jpg,/cars/5 GT Magnify 1.5L.jpg,OK_EXACT,5 GT Magnify 1.5L.jpg,
MORRIS GARAGE,Cyberster,/cars/Cyberster.jpg,/cars/Cyberster.jpg,OK_EXACT,Cyberster.jpg,
MORRIS GARAGE,ZS Ignite 1.5L CVT,/cars/ZS Ignite 1.5L CVT.jpg,/cars/ZS Ignite 1.5L CVT.jpg,OK_EXACT,ZS Ignite 1.5L CVT.jpg,
MORRIS GARAGE,ZS Magnify 1.5L CVT,/cars/ZS Magnify 1.5L CVT.jpg,/cars/ZS Magnify 1.5L CVT.jpg,OK_EXACT,ZS Magnify 1.5L CVT.jpg,
MORRIS GARAGE,New HS i0Smart Magnify,/cars/New HS i0Smart Magnify.jpg,/cars/New HS i0Smart Magnify.jpg,OK_EXACT,New HS i0Smart Magnify.jpg,
MORRIS GARAGE,4 EV Magnify CKD,/cars/4 EV Magnify CKD.jpg,/cars/4 EV Magnify CKD.jpg,OK_EXACT,4 EV Magnify CKD.jpg,
MORRIS GARAGE,4 EV Magnify Max CKD,/cars/4 EV Magnify Max CKD.jpg,/cars/4 EV Magnify Max CKD.jpg,OK_EXACT,4 EV Magnify Max CKD.jpg,
MORRIS GARAGE,ZS EV Magnify,/cars/ZS EV Magnify.jpg,/cars/ZS EV Magnify.jpg,OK_EXACT,ZS EV Magnify.jpg,
MORRIS GARAGE,4 EV Ignite CKD,/cars/4 EV Ignite CKD.jpg,/cars/4 EV Ignite CKD.jpg,OK_EXACT,4 EV Ignite CKD.jpg,
MORRIS GARAGE,ZS EV Ignite,/cars/ZS EV Ignite.jpg,/cars/ZS EV Ignite.jpg,OK_EXACT,ZS EV Ignite.jpg,
MORRIS GARAGE,VS HEV Magnify,/cars/VS HEV Magnify.jpg,/cars/VS HEV Magnify.jpg,OK_EXACT,VS HEV Magnify.jpg,
NETA,NETA V II EV,/cars/NETA V II EV.png,/cars/NETA V II EV.png,OK_EXACT,NETA V II EV.png,
NETA,NETA X EV 500 SUPREME,/cars/NETA X EV 500 SUPREME.jpg,/cars/NETA X EV 500 SUPREME.jpg,OK_EXACT,NETA X EV 500 SUPREME.jpg,
NISSAN,Livina VL,/cars/Livina VL.jpg,/cars/Livina VL.jpg,OK_EXACT,Livina VL.jpg,
NISSAN,All New Serena Highway Star e0Power,/cars/All New Serena Highway Star e0Power.jpg,/cars/All New Serena Highway Star e0Power.jpg,OK_EXACT,All New Serena Highway Star e0Power.jpg,
NISSAN,KICKS E0POWER,/cars/KICKS E0POWER.jpeg,/cars/KICKS E0POWER.jpeg,OK_EXACT,KICKS E0POWER.jpeg,
NISSAN,Leaf,/cars/Leaf.jpg,/cars/Leaf.jpg,OK_EXACT,Leaf.jpg,
NISSAN,Magnite Premium Turbo CVT,/cars/Magnite Premium Turbo CVT.jpg,/cars/Magnite Premium Turbo CVT.jpg,OK_EXACT,Magnite Premium Turbo CVT.jpg,
NISSAN,Magnite Premium Turbo MT,/cars/Magnite Premium Turbo MT.jpg,/cars/Magnite Premium Turbo MT.jpg,OK_EXACT,Magnite Premium Turbo MT.jpg,
NISSAN,Magnite Premium Upper Turbo CVT,/cars/Magnite Premium Upper Turbo CVT.jpg,/cars/Magnite Premium Upper Turbo CVT.jpg,OK_EXACT,Magnite Premium Upper Turbo CVT.jpg,
NISSAN,Terra VL 2.5 AT 4x4,,/cars/default.jpg,MISS,,
POLYTRON,Polytron G3+,/cars/Polytron G3+.jpg,/cars/Polytron G3+.jpg,OK_EXACT,Polytron G3+.jpg,
POLYTRON,Polytron G3,/cars/Polytron G3.jpg,/cars/Polytron G3.jpg,OK_EXACT,Polytron G3.jpg,
SERES,E502 EV (4X2) A/T,/cars/E502 EV (4X2) AT.jpg,/cars/E502 EV (4X2) AT.jpg,OK_EXACT,E502 EV (4X2) AT.jpg,
SUBARU,BRZ 2.4 MT (ZD8),,/cars/default.jpg,MISS,,
SUBARU,BRZ 2.4 AT ES (ZD8),,/cars/default.jpg,MISS,,
SUBARU,WRX SEDAN 2.4 MT (VBH),,/cars/default.jpg,MISS,,
SUBARU,WRX SEDAN 2.4 MT tS (VBH),,/cars/default.jpg,MISS,,
SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),,/cars/default.jpg,MISS,,
SUBARU,Forester 2.0i0L (SK7),/cars/Forester 2.0i0L (SK7).jpg,/cars/Forester 2.0i0L (SK7).jpg,OK_EXACT,Forester 2.0i0L (SK7).jpg,
SUBARU,Forester 2.0i0S ES (SK7),/cars/Forester 2.0i0S ES (SK7).jpg,/cars/Forester 2.0i0S ES (SK7).jpg,OK_EXACT,Forester 2.0i0S ES (SK7).jpg,
SUBARU,Crosstrek 2.0i0S ES (GU7),/cars/Crosstrek 2.0i0S ES (GU7).jpg,/cars/Crosstrek 2.0i0S ES (GU7).jpg,OK_EXACT,Crosstrek 2.0i0S ES (GU7).jpg,
SUBARU,Forester 2.5i0S ES (SL9),/cars/Forester 2.5i0S ES (SL9).jpg,/cars/Forester 2.5i0S ES (SL9).jpg,OK_EXACT,Forester 2.5i0S ES (SL9).jpg,
SUBARU,Outback 2.5i0T ES (BT9),/cars/Outback 2.5i0T ES (BT9).jpg,/cars/Outback 2.5i0T ES (BT9).jpg,OK_EXACT,Outback 2.5i0T ES (BT9).jpg,
SUBARU,WRX WAGON 2.4 GT0S ES (VNH),/cars/WRX WAGON 2.4 GT0S ES (VNH).jpg,/cars/WRX WAGON 2.4 GT0S ES (VNH).jpg,OK_EXACT,WRX WAGON 2.4 GT0S ES (VNH).jpg,
SUBARU,WRX WAGON 2.4 tS ES (VNH),/cars/WRX WAGON 2.4 tS ES (VNH).jpg,/cars/WRX WAGON 2.4 tS ES (VNH).jpg,OK_EXACT,WRX WAGON 2.4 tS ES (VNH).jpg,
SUZUKI,Alpha Hybrid 2Tone Mt,/cars/Alpha Hybrid 2Tone Mt.jpg,/cars/Alpha Hybrid 2Tone Mt.jpg,OK_EXACT,Alpha Hybrid 2Tone Mt.jpg,
SUZUKI,Alpha Hybrid 2Tone At,/cars/Alpha Hybrid 2Tone At.jpg,/cars/Alpha Hybrid 2Tone At.jpg,OK_EXACT,Alpha Hybrid 2Tone At.jpg,
SUZUKI,Fronx Gl Mt,/cars/Fronx Gl Mt.jpg,/cars/Fronx Gl Mt.jpg,OK_EXACT,Fronx Gl Mt.jpg,
SUZUKI,Fronx Gl At,/cars/Fronx Gl At.jpg,/cars/Fronx Gl At.jpg,OK_EXACT,Fronx Gl At.jpg,
SUZUKI,Fronx Hybrid Gx Mt,/cars/Fronx Hybrid Gx Mt.jpg,/cars/Fronx Hybrid Gx Mt.jpg,OK_EXACT,Fronx Hybrid Gx Mt.jpg,
SUZUKI,Fronx Hybrid Gx At,/cars/Fronx Hybrid Gx At.jpg,/cars/Fronx Hybrid Gx At.jpg,OK_EXACT,Fronx Hybrid Gx At.jpg,
SUZUKI,Fronx Hybrid Sgx At,/cars/Fronx Hybrid Sgx At.jpg,/cars/Fronx Hybrid Sgx At.jpg,OK_EXACT,Fronx Hybrid Sgx At.jpg,
SUZUKI,Fronx Hybrid Sgx 2Tone At,/cars/Fronx Hybrid Sgx 2Tone At.jpg,/cars/Fronx Hybrid Sgx 2Tone At.jpg,OK_EXACT,Fronx Hybrid Sgx 2Tone At.jpg,
SUZUKI,S Presso MT,/cars/S Presso MT.jpg,/cars/S Presso MT.jpg,OK_EXACT,S Presso MT.jpg,
SUZUKI,S Presso AT,/cars/S Presso AT.jpg,/cars/S Presso AT.jpg,OK_EXACT,S Presso AT.jpg,
SUZUKI,All New Ertiga GA,/cars/All New Ertiga GA.jpg,/cars/All New Ertiga GA.jpg,OK_EXACT,All New Ertiga GA.jpg,
SUZUKI,All New Ertiga GL MT,/cars/All New Ertiga GL MT.jpg,/cars/All New Ertiga GL MT.jpg,OK_EXACT,All New Ertiga GL MT.jpg,
SUZUKI,All New Ertiga GX MT,/cars/All New Ertiga GX MT.jpg,/cars/All New Ertiga GX MT.jpg,OK_EXACT,All New Ertiga GX MT.jpg,
SUZUKI,All New Ertiga GL AT,/cars/All New Ertiga GL AT.jpg,/cars/All New Ertiga GL AT.jpg,OK_EXACT,All New Ertiga GL AT.jpg,
SUZUKI,All New Ertiga Gx Hybrid Mt,/cars/All New Ertiga Gx Hybrid Mt.jpg,/cars/All New Ertiga Gx Hybrid Mt.jpg,OK_EXACT,All New Ertiga Gx Hybrid Mt.jpg,
SUZUKI,All New Ertiga Gx Hybrid At,/cars/All New Ertiga Gx Hybrid At.jpg,/cars/All New Ertiga Gx Hybrid At.jpg,OK_EXACT,All New Ertiga Gx Hybrid At.jpg,
SUZUKI,All New Ertiga Cr Hybrid Mt,/cars/All New Ertiga Cr Hybrid Mt.jpg,/cars/All New Ertiga Cr Hybrid Mt.jpg,OK_EXACT,All New Ertiga Cr Hybrid Mt.jpg,
SUZUKI,All New Ertiga Cr Hybrid At,/cars/All New Ertiga Cr Hybrid At.jpg,/cars/All New Ertiga Cr Hybrid At.jpg,OK_EXACT,All New Ertiga Cr Hybrid At.jpg,
SUZUKI,All New Ertiga Cr Hybrid 2Tone Mt,/cars/All New Ertiga Cr Hybrid 2Tone Mt.jpg,/cars/All New Ertiga Cr Hybrid 2Tone Mt.jpg,OK_EXACT,All New Ertiga Cr Hybrid 2Tone Mt.jpg,
SUZUKI,All New Ertiga Cr Hybrid 2Tone At,/cars/All New Ertiga Cr Hybrid 2Tone At.jpg,/cars/All New Ertiga Cr Hybrid 2Tone At.jpg,OK_EXACT,All New Ertiga Cr Hybrid 2Tone At.jpg,
SUZUKI,Xl 7 Zeta MT,/cars/Xl 7 Zeta MT.jpg,/cars/Xl 7 Zeta MT.jpg,OK_EXACT,Xl 7 Zeta MT.jpg,
SUZUKI,XL07 Zeta AT,/cars/XL07 Zeta AT.jpg,/cars/XL07 Zeta AT.jpg,OK_EXACT,XL07 Zeta AT.jpg,
SUZUKI,XL07  Beta Hybrid MT,,/cars/default.jpg,MISS,,
SUZUKI,XL07 Beta Hybrid AT,,/cars/default.jpg,MISS,,
SUZUKI,XL07 Alpha Hybrid MT,/cars/XL07 Alpha Hybrid MT.jpg,/cars/XL07 Alpha Hybrid MT.jpg,OK_EXACT,XL07 Alpha Hybrid MT.jpg,
SUZUKI,XL07 Alpha Hybrid AT,/cars/XL07 Alpha Hybrid AT.jpg,/cars/XL07 Alpha Hybrid AT.jpg,OK_EXACT,XL07 Alpha Hybrid AT.jpg,
SUZUKI,XL07 Alapha Kuro Hybrid At,/cars/XL07 Alapha Kuro Hybrid At.jpg,/cars/XL07 Alapha Kuro Hybrid At.jpg,OK_EXACT,XL07 Alapha Kuro Hybrid At.jpg,
SUZUKI,XL07 Alapha Kuro Hybrid 2Tone At,/cars/XL07 Alapha Kuro Hybrid 2Tone At.jpg,/cars/XL07 Alapha Kuro Hybrid 2Tone At.jpg,OK_EXACT,XL07 Alapha Kuro Hybrid 2Tone At.jpg,
SUZUKI,New Baleno,/cars/New Baleno.jpg,/cars/New Baleno.jpg,OK_EXACT,New Baleno.jpg,
SUZUKI,New Baleno AT,/cars/New Baleno AT.jpg,/cars/New Baleno AT.jpg,OK_EXACT,New Baleno AT.jpg,
SUZUKI,APV GE,/cars/APV GE.jpg,/cars/APV GE.jpg,OK_EXACT,APV GE.jpg,
SUZUKI,APV GL,/cars/APV GL.jpg,/cars/APV GL.jpg,OK_EXACT,APV GL.jpg,
SUZUKI,APV GX,/cars/APV GX.jpg,/cars/APV GX.jpg,OK_EXACT,APV GX.jpg,
SUZUKI,APV SGX,/cars/APV SGX.jpg,/cars/APV SGX.jpg,OK_EXACT,APV SGX.jpg,
SUZUKI,Grand Vitara GL AT,/cars/Grand Vitara GL AT.jpg,/cars/Grand Vitara GL AT.jpg,OK_EXACT,Grand Vitara GL AT.jpg,
SUZUKI,Grand Vitara GX AT,/cars/Grand Vitara GX AT.jpg,/cars/Grand Vitara GX AT.jpg,OK_EXACT,Grand Vitara GX AT.jpg,
SUZUKI,Grand Vitara 2TONE GX AT,/cars/Grand Vitara 2TONE GX AT.jpg,/cars/Grand Vitara 2TONE GX AT.jpg,OK_EXACT,Grand Vitara 2TONE GX AT.jpg,
SUZUKI,New Jimny MT,/cars/New Jimny MT.jpg,/cars/New Jimny MT.jpg,OK_EXACT,New Jimny MT.jpg,
SUZUKI,New Jimny AT,/cars/New Jimny AT.png,/cars/New Jimny AT.png,OK_EXACT,New Jimny AT.png,
SUZUKI,New Jimny 2TONE MT,/cars/New Jimny 2TONE MT.png,/cars/New Jimny 2TONE MT.png,OK_EXACT,New Jimny 2TONE MT.png,
SUZUKI,New Jimny 2TONE AT,/cars/New Jimny 2TONE AT.png,/cars/New Jimny 2TONE AT.png,OK_EXACT,New Jimny 2TONE AT.png,
SUZUKI,Jimny 5 Doors At,/cars/Jimny 5 Doors At.jpg,/cars/Jimny 5 Doors At.jpg,OK_EXACT,Jimny 5 Doors At.jpg,
SUZUKI,Jimny 5 Doors Mt,/cars/Jimny 5 Doors Mt.jpg,/cars/Jimny 5 Doors Mt.jpg,OK_EXACT,Jimny 5 Doors Mt.jpg,
SUZUKI,Jimny 5 Doors 2Tone At,/cars/Jimny 5 Doors 2Tone At.jpg,/cars/Jimny 5 Doors 2Tone At.jpg,OK_EXACT,Jimny 5 Doors 2Tone At.jpg,
SUZUKI,Jimny 5 Doors 2Tone Mt,/cars/Jimny 5 Doors 2Tone Mt.png,/cars/Jimny 5 Doors 2Tone Mt.png,OK_EXACT,Jimny 5 Doors 2Tone Mt.png,
SUZUKI,Jimny 5D White Rhino At,/cars/Jimny 5D White Rhino At.png,/cars/Jimny 5D White Rhino At.png,OK_EXACT,Jimny 5D White Rhino At.png,
SUZUKI,New Carry PU FD,/cars/New Carry PU FD.jpg,/cars/New Carry PU FD.jpg,OK_EXACT,New Carry PU FD.jpg,
SUZUKI,New Carry PU WD,/cars/New Carry PU WD.jpg,/cars/New Carry PU WD.jpg,OK_EXACT,New Carry PU WD.jpg,
SUZUKI,New Carry CH,/cars/New Carry CH.png,/cars/New Carry CH.png,OK_EXACT,New Carry CH.png,
TOYOTA,VIOS 1.5 G AT FMC,/cars/VIOS 1.5 G AT FMC.jpg,/cars/VIOS 1.5 G AT FMC.jpg,OK_EXACT,VIOS 1.5 G AT FMC.jpg,
TOYOTA,All New Corolla Altis 1.8 V A/T 2023,/cars/All New Corolla Altis 1.8 V AT 2023.png,/cars/All New Corolla Altis 1.8 V AT 2023.png,OK_EXACT,All New Corolla Altis 1.8 V AT 2023.png,
TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,/cars/All New Corolla Altis 1.8 Hybrid AT 2023.jpg,/cars/All New Corolla Altis 1.8 Hybrid AT 2023.jpg,OK_EXACT,All New Corolla Altis 1.8 Hybrid AT 2023.jpg,
TOYOTA,All New Camry 2.5 V 2021,/cars/All New Camry 2.5 V 2021.jpg,/cars/All New Camry 2.5 V 2021.jpg,OK_EXACT,All New Camry 2.5 V 2021.jpg,
TOYOTA,All New Camry 2.5 Hev 2021,/cars/All New Camry 2.5 Hev 2021.jpg,/cars/All New Camry 2.5 Hev 2021.jpg,OK_EXACT,All New Camry 2.5 Hev 2021.jpg,
TOYOTA,Prius 1.8 Hybrid 2023,/cars/Prius 1.8 Hybrid 2023.jpg,/cars/Prius 1.8 Hybrid 2023.jpg,OK_EXACT,Prius 1.8 Hybrid 2023.jpg,
TOYOTA,GR 86,/cars/GR 86.jpg,/cars/GR 86.jpg,OK_EXACT,GR 86.jpg,
TOYOTA,GR 86 AT,/cars/GR 86AT.jpg,/cars/GR 86AT.jpg,OK_EXACT,GR 86AT.jpg,
TOYOTA,Supra 3.0 AT,,/cars/default.jpg,MISS,,
TOYOTA,GR Supra 3.0 AT,,/cars/default.jpg,MISS,,
TOYOTA,Crown,/cars/Crown.jpg,/cars/Crown.jpg,OK_EXACT,Crown.jpg,
TOYOTA,All New Agya 1.2 G M/T FMC 2023,/cars/All New Agya 1.2 G MT FMC 2023.jpg,/cars/All New Agya 1.2 G MT FMC 2023.jpg,OK_EXACT,All New Agya 1.2 G MT FMC 2023.jpg,
TOYOTA,New Agya 1.2 Gr Cvt Mi 2025,/cars/New Agya 1.2 Gr Cvt Mi 2025.jpg,/cars/New Agya 1.2 Gr Cvt Mi 2025.jpg,OK_EXACT,New Agya 1.2 Gr Cvt Mi 2025.jpg,
TOYOTA,All New Agya 1.2 Gr0S Cvt Fmc 2023,/cars/All New Agya 1.2 Gr0S Cvt Fmc 2023.jpg,/cars/All New Agya 1.2 Gr0S Cvt Fmc 2023.jpg,OK_EXACT,All New Agya 1.2 Gr0S Cvt Fmc 2023.jpg,
TOYOTA,All New Agya 1.2 Gr0S M/T Fmc 2023,/cars/All New Agya 1.2 Gr0S MT Fmc 2023.jpg,/cars/All New Agya 1.2 Gr0S MT Fmc 2023.jpg,OK_EXACT,All New Agya 1.2 Gr0S MT Fmc 2023.jpg,
TOYOTA,All New Avanza 1.3 E 2021,/cars/All New Avanza 1.3 E 2021.jpeg,/cars/All New Avanza 1.3 E 2021.jpeg,OK_EXACT,All New Avanza 1.3 E 2021.jpeg,
TOYOTA,All New Avanza 1.3 E Cvt 2021,/cars/All New Avanza 1.3 E Cvt 2021.jpeg,/cars/All New Avanza 1.3 E Cvt 2021.jpeg,OK_EXACT,All New Avanza 1.3 E Cvt 2021.jpeg,
TOYOTA,All New Avanza 1.5 G 2021,/cars/All New Avanza 1.5 G 2021.jpeg,/cars/All New Avanza 1.5 G 2021.jpeg,OK_EXACT,All New Avanza 1.5 G 2021.jpeg,
TOYOTA,All New Avanza 1.5 G CVT 2021,/cars/All New Avanza 1.5 G CVT 2021.jpeg,/cars/All New Avanza 1.5 G CVT 2021.jpeg,OK_EXACT,All New Avanza 1.5 G CVT 2021.jpeg,
TOYOTA,All New Veloz 1.5 CVT 2021,/cars/All New Veloz 1.5 CVT 2021.jpeg,/cars/All New Veloz 1.5 CVT 2021.jpeg,OK_EXACT,All New Veloz 1.5 CVT 2021.jpeg,
TOYOTA,All New Veloz 1.5 Q Cvt 2021,/cars/All New Veloz 1.5 Q Cvt 2021.jpeg,/cars/All New Veloz 1.5 Q Cvt 2021.jpeg,OK_EXACT,All New Veloz 1.5 Q Cvt 2021.jpeg,
TOYOTA,All New Veloz 1.5 Q Cvt Tss 2021,/cars/All New Veloz 1.5 Q Cvt Tss 2021.jpeg,/cars/All New Veloz 1.5 Q Cvt Tss 2021.jpeg,OK_EXACT,All New Veloz 1.5 Q Cvt Tss 2021.jpeg,
TOYOTA,RAIZE 1.0T G One Tone New 2021,/cars/RAIZE 1.0T G One Tone New 2021.jpg,/cars/RAIZE 1.0T G One Tone New 2021.jpg,OK_EXACT,RAIZE 1.0T G One Tone New 2021.jpg,
TOYOTA,RAIZE 1.0T G CVT One Tone New 2021,/cars/RAIZE 1.0T G CVT One Tone New 2021.jpg,/cars/RAIZE 1.0T G CVT One Tone New 2021.jpg,OK_EXACT,RAIZE 1.0T G CVT One Tone New 2021.jpg,
TOYOTA,RAIZE 1.0T G CVT Two Tone New 2021,/cars/RAIZE 1.0T G CVT Two Tone New 2021.jpg,/cars/RAIZE 1.0T G CVT Two Tone New 2021.jpg,OK_EXACT,RAIZE 1.0T G CVT Two Tone New 2021.jpg,
TOYOTA,RAIZE 1.0T GR CVT One Tone New 2021,/cars/RAIZE 1.0T GR CVT One Tone New 2021.jpg,/cars/RAIZE 1.0T GR CVT One Tone New 2021.jpg,OK_EXACT,RAIZE 1.0T GR CVT One Tone New 2021.jpg,
TOYOTA,RAIZE 1.0T GR CVT Two Tone New 2021,/cars/RAIZE 1.0T GR CVT Two Tone New 2021.jpg,/cars/RAIZE 1.0T GR CVT Two Tone New 2021.jpg,OK_EXACT,RAIZE 1.0T GR CVT Two Tone New 2021.jpg,
